Vraagprijs,Vraagprijs per m²,Aangeboden sinds,Status,Aanvaarding,Bijdrage VvE,Soort appartement,Soort bouw,Bouwjaar,Soort dak,Wonen,Inhoud,Aantal kamers,Aantal badkamers,Badkamervoorzieningen,Aantal woonlagen,Gelegen op,Voorzieningen,Energielabel,Isolatie,Verwarming,Postal Code,Link,Keurmerken,Toegankelijkheid,Soort garage
€ 399.000 k.k.,€ 4.113,8 weken,Verkocht onder voorbehoud,In overleg,€ 161 per maand,Bovenwoning (appartement),Bestaande bouw,1950,Zadeldak bedekt met pannen,97 m²,3 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,-,Mechanische ventilatie en TV kabel,"F 2,83 Wat betekent dit?",-,Cv-ketel,1056AZ,https://www.funda.nl/koop/amsterdam/appartement-40336135-robert-scottstraat-36/?navigateSource=resultlist,-,-,-
€ 385.000 k.k.,€ 4.639,2 maanden,Onder bod,In overleg,€ 115 per maand,Bovenwoning,Bestaande bouw,2008,Plat dak bedekt met bitumineuze dakbedekking,83 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer,Ligbad en douche,1 woonlaag,5e woonlaag,Elektra,A Wat betekent dit?,Geen isolatie,Stadsverwarming,1087LC,https://www.funda.nl/koop/amsterdam/appartement-40327941-johan-huijsenstraat-40/?navigateSource=resultlist,-,-,-
€ 325.000 k.k.,€ 5.804,2 maanden,Onder bod,In overleg,€ 80 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,56 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Mechanische ventilatie en TV kabel,C Wat betekent dit?,-,Cv-ketel,1095HW,https://www.funda.nl/koop/amsterdam/appartement-86789277-sumatraplantsoen-3-c/?navigateSource=resultlist,-,-,-
€ 215.000 k.k.,€ 3.028,2 maanden,Verkocht onder voorbehoud,In overleg,€ 116 per maand,Portiekflat (appartement),Bestaande bouw,1984,Plat dak bedekt met bitumineuze dakbedekking,71 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,Elektra,A Wat betekent dit?,-,Cv-ketel,1104MP,https://www.funda.nl/koop/amsterdam/appartement-40312588-kloekhorststraat-285/?navigateSource=resultlist,-,-,-
€ 200.000 k.k.,€ 2.857,2 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,-,Bovenwoning (appartement),Bestaande bouw,1984,Plat dak,70 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,Elektra,"C 1,43 Wat betekent dit?",Dubbel glas,Cv-ketel,1107RA,https://www.funda.nl/koop/amsterdam/appartement-86773876-tielstraat-56/?navigateSource=resultlist,-,-,-
€ 324.500 k.k.,€ 5.693,2 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,-,Tussenverdieping (appartement),Bestaande bouw,1926,Plat dak bedekt met bitumineuze dakbedekking,57 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,2e woonlaag,Elektra,D Wat betekent dit?,Dubbel glas,Cv-ketel,1056EE,https://www.funda.nl/koop/amsterdam/appartement-40318549-jan-evertsenstraat-72-2/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 2.957,2 maanden,Verkocht onder voorbehoud,In overleg,-,Maisonnette (appartement),Bestaande bouw,1965,Plat dak bedekt met bitumineuze dakbedekking,93 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,13 woonlagen,2e woonlaag,Elektra,D Wat betekent dit?,Dakisolatie en dubbel glas,Blokverwarming,1069LC,https://www.funda.nl/koop/amsterdam/appartement-40394759-baden-powellweg-53/?navigateSource=resultlist,-,-,"Niet aanwezig, wel mogelijk"
€ 200.000 k.k.,€ 2.857,3 maanden,Verkocht onder voorbehoud,In overleg,-,Portiekflat,Bestaande bouw,1977,-,70 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,2e woonlaag,-,"B 1,21 Wat betekent dit?",Dubbel glas,Cv-ketel,1106JJ,https://www.funda.nl/koop/amsterdam/appartement-40227562-rhenenhof-91/?navigateSource=resultlist,-,-,-
€ 235.000 k.k.,€ 2.474,3 maanden,Verkocht onder voorbehoud,In overleg,€ 98 per maand,Maisonnette (appartement),Bestaande bouw,1981,Zadeldak bedekt met pannen,95 m²,4 m²,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen,2e woonlaag,TV kabel,-,Dubbel glas,Cv-ketel,1106EZ,https://www.funda.nl/koop/amsterdam/appartement-40293913-maldenhof-332/?navigateSource=resultlist,-,-,-
€ 260.000 k.k.,€ 3.714,4 maanden,Verkocht onder voorbehoud,In overleg,€ 118 per maand,Portiekflat (appartement),Bestaande bouw,1984,Plat dak,70 m²,6 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,-,TV kabel,"C 1,44 Wat betekent dit?",Dubbel glas,Cv-ketel,1102XN,https://www.funda.nl/koop/amsterdam/appartement-40291131-dickenslaan-29/?navigateSource=resultlist,-,-,-
€ 399.000 k.k.,€ 4.750,4 maanden,Verkocht onder voorbehoud,In overleg,€ 96 per maand,Bovenwoning (appartement),Bestaande bouw,1985,Plat dak bedekt met bitumineuze dakbedekking,84 m²,6 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,3e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1094JX,https://www.funda.nl/koop/amsterdam/appartement-40283277-eerste-atjehstraat-1-d/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 6.364,4 maanden,Verkocht onder voorbehoud,In overleg,€ 107 per maand,Benedenwoning (appartement),Bestaande bouw,-,-,55 m²,55 m²,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Begane grond,"Mechanische ventilatie, TV kabel en rookkanaal",-,Dubbel glas,Cv-ketel,1094GH,https://www.funda.nl/koop/amsterdam/appartement-40276053-madurastraat-77-d/?navigateSource=resultlist,-,-,-
€ 400.000 k.k.,€ 7.407,5 maanden,Verkocht onder voorbehoud,In overleg,€ 84 per maand,Bovenwoning (appartement),Bestaande bouw,2006,Plat dak bedekt met bitumineuze dakbedekking,54 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,2e woonlaag,Mechanische ventilatie en TV kabel,A Wat betekent dit?,Dubbel glas,Cv-ketel,1073GJ,https://www.funda.nl/koop/amsterdam/appartement-40256506-rustenburgerstraat-144-a/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 6.944,5 maanden,Verkocht onder voorbehoud,In overleg,€ 84 per maand,Benedenwoning,Bestaande bouw,-,Plat dak,54 m²,54 m²,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,Begane grond,TV kabel,-,Dubbel glas,Cv-ketel,1079ZP,https://www.funda.nl/koop/amsterdam/appartement-40136894-alblasstraat-60-h/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 3.667,6+ maanden,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,1958,Plat dak,75 m²,8 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,Lift,-,Dubbel glas,Blokverwarming,1064AJ,https://www.funda.nl/koop/amsterdam/appartement-40199023-burgemeester-cramergracht-111/?navigateSource=resultlist,-,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-
€ 345.000 k.k.,€ 4.207,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 205 per maand,Maisonnette (appartement),Bestaande bouw,1960,Plat dak,82 m²,7 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,1e woonlaag,Elektra,-,Gedeeltelijk dubbel glas,Blokverwarming,1065LN,https://www.funda.nl/koop/amsterdam/appartement-40064040-sierplein-61/?navigateSource=resultlist,-,-,-
€ 399.000 k.k.,€ 7.389,2 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1903,-,54 m²,11 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,2e woonlaag,Elektra,D Wat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,1053NK,https://www.funda.nl/koop/amsterdam/appartement-41499098-jacob-van-lennepkade-352-i/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 4.310,3 weken,Verkocht onder voorbehoud,In overleg,€ 103 per maand,Bovenwoning (appartement),Bestaande bouw,1984,Plat dak bedekt met bitumineuze dakbedekking,58 m²,6 m²,3 kamers (2 slaapkamers),-,-,4 woonlagen,2e woonlaag,Mechanische ventilatie en TV kabel,"C 1,53 Wat betekent dit?",Dubbel glas,Cv-ketel,1033PC,https://www.funda.nl/koop/amsterdam/appartement-41475803-nageljongenstraat-115/?navigateSource=resultlist,-,-,-
€ 295.000 k.k.,€ 3.352,4 weken,Verkocht onder voorbehoud,In overleg,€ 275 per maand,Maisonnette (appartement),Bestaande bouw,1999,Plat dak bedekt met bitumineuze dakbedekking,88 m²,4 m²,4 kamers (3 slaapkamers),1 apart toilet,-,4 woonlagen,4e woonlaag,Mechanische ventilatie en TV kabel,-,Volledig geïsoleerd,Cv-ketel,1060RE,https://www.funda.nl/koop/amsterdam/appartement-41469299-ladogameerhof-171/?navigateSource=resultlist,-,-,-
€ 345.000 k.k.,€ 4.600,4 weken,Verkocht onder voorbehoud,In overleg,€ 176 per maand,Bovenwoning (appartement),Bestaande bouw,2019,-,75 m²,5 m²,3 kamers (2 slaapkamers),-,-,5 woonlagen,4e woonlaag,Elektrische deur,"A 0,63 Wat betekent dit?",Volledig geïsoleerd,Stadsverwarming,1034BM,https://www.funda.nl/koop/amsterdam/appartement-41469561-ijdoornlaan-1449-a/?navigateSource=resultlist,-,-,Inpandig
€ 250.000 k.k.,€ 3.165,4 weken,Onder bod,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1986,Plat dak,79 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,Elektra,-,Dubbel glas,Cv-ketel,1107HV,https://www.funda.nl/koop/amsterdam/appartement-87823078-scherpenzeelstraat-177/?navigateSource=resultlist,-,-,-
€ 375.000 k.k.,€ 5.515,4 weken,Onder bod,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1990,-,68 m²,5 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,Begane grond,Elektra,C Wat betekent dit?,Muurisolatie en dubbel glas,Cv-ketel,1021HL,https://www.funda.nl/koop/amsterdam/appartement-87818975-fazantenweg-55/?navigateSource=resultlist,-,-,-
€ 275.000 k.k.,€ 2.778,5 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1980,Plat dak,99 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,2e woonlaag,Elektra,-,Gedeeltelijk dubbel glas,Cv-ketel,1108CE,https://www.funda.nl/koop/amsterdam/appartement-87812811-leerdamhof-355/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 3.646,5 weken,Verkocht onder voorbehoud,In overleg,€ 173 per maand,Portiekflat (appartement),Bestaande bouw,2008,Plat dak,96 m²,7 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,1e woonlaag,TV kabel,Niet beschikbaar,"Dakisolatie, muurisolatie, vloerisolatie, dubbel glas en volledig geïsoleerd",Cv-ketel,1069KE,https://www.funda.nl/koop/amsterdam/appartement-40343929-johan-hofmanstraat-104/?navigateSource=resultlist,-,-,Inpandig
€ 385.000 k.k.,€ 5.347,6 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1911,-,72 m²,5 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,4e woonlaag,-,-,Dubbel glas,Cv-ketel,1094EG,https://www.funda.nl/koop/amsterdam/appartement-40347830-bankastraat-50-3/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 3.297,6 weken,Verkocht onder voorbehoud,In overleg,€ 188 per maand,Galerijflat (appartement),Bestaande bouw,1997,Plat dak bedekt met bitumineuze dakbedekking,91 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,-,1 woonlaag,2e woonlaag,Elektra,B Wat betekent dit?,-,Stadsverwarming,1060NJ,https://www.funda.nl/koop/amsterdam/appartement-40345593-akersingel-35/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 3.000,7 weken,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1977,Plat dak bedekt met bitumineuze dakbedekking,75 m²,3 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,2e woonlaag,Elektra,C Wat betekent dit?,Dubbel glas,Cv-ketel,1034LK,https://www.funda.nl/koop/amsterdam/appartement-40333024-bramzeilhof-114/?navigateSource=resultlist,-,-,-
€ 350.000 k.k.,€ 3.500,7 weken,Verkocht onder voorbehoud,In overleg,€ 128 per maand,Portiekflat (appartement),Bestaande bouw,2010,Plat dak bedekt met bitumineuze dakbedekking,100 m²,6 m²,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 douches,2 woonlagen,2e woonlaag,Elektra,A Wat betekent dit?,-,Cv-ketel,1069SR,https://www.funda.nl/koop/amsterdam/appartement-86796153-domela-nieuwenhuisstraat-98/?navigateSource=resultlist,-,-,Parkeerkelder
€ 250.000 k.k.,€ 3.788,7 weken,Verkocht onder voorbehoud,In overleg,-,Portiekflat (appartement),Bestaande bouw,1966,Zadeldak bedekt met pannen,66 m²,13 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,3e woonlaag,TV kabel,"D 1,80 Wat betekent dit?",Gedeeltelijk dubbel glas,Cv-ketel,1024VB,https://www.funda.nl/koop/amsterdam/appartement-40331977-groetstraat-127/?navigateSource=resultlist,Energie Prestatie Advies,Toegankelijk voor ouderen,-
€ 275.000 k.k.,€ 3.929,7 weken,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1969,-,70 m²,3 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,Begane grond,TV kabel,"C 1,42 Wat betekent dit?",Dubbel glas,Blokverwarming,1025GP,https://www.funda.nl/koop/amsterdam/appartement-40338986-het-laagt-272/?navigateSource=resultlist,-,-,-
€ 335.000 k.k.,€ 6.321,8 weken,Verkocht onder voorbehoud,In overleg,€ 105 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak,53 m²,10 m²,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,3e woonlaag,-,-,-,Cv-ketel,1056KE,https://www.funda.nl/koop/amsterdam/appartement-40335077-geuzenstraat-38-3/?navigateSource=resultlist,-,-,-
€ 274.000 k.k.,€ 5.170,8 weken,Verkocht onder voorbehoud,In overleg,-,Benedenwoning (appartement),Bestaande bouw,1965,Zadeldak bedekt met pannen,53 m²,6 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,Begane grond,Elektra,D Wat betekent dit?,Dubbel glas en volledig geïsoleerd,Cv-ketel,1065EP,https://www.funda.nl/koop/amsterdam/appartement-40324772-van-mourik-broekmanstraat-3-hs/?navigateSource=resultlist,-,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-
€ 275.000 k.k.,€ 4.104,2 maanden,Verkocht onder voorbehoud,Per direct beschikbaar,-,Portiekflat (service flat),Bestaande bouw,1959,Zadeldak bedekt met pannen,67 m²,10 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,Elektra,B Wat betekent dit?,Dubbel glas,Cv-ketel,1061SX,https://www.funda.nl/koop/amsterdam/appartement-40322147-jan-mankesstraat-62-1/?navigateSource=resultlist,-,-,-
€ 298.000 k.k.,€ 4.139,2 maanden,Verkocht onder voorbehoud,In overleg,€ 91 per maand,Bovenwoning (appartement),Bestaande bouw,1925,Zadeldak,72 m²,3 m²,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,2e woonlaag,TV kabel,-,-,Cv-ketel,1032BX,https://www.funda.nl/koop/amsterdam/appartement-40390968-azaleastraat-42/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.425,3 maanden,Verkocht onder voorbehoud,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1976,Plat dak bedekt met bitumineuze dakbedekking,73 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,4 woonlagen,4e woonlaag,Elektra,"D 1,73 Wat betekent dit?",Muurisolatie en dubbel glas,Cv-ketel,1034MD,https://www.funda.nl/koop/amsterdam/appartement-40227100-spinaker-21/?navigateSource=resultlist,-,-,-
€ 385.000 k.k.,€ 4.583,3 maanden,Verkocht onder voorbehoud,In overleg,€ 165 per maand,Portiekflat,Bestaande bouw,2006,Plat dak,84 m²,4 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,4e woonlaag,TV kabel en lift,-,-,Cv-ketel en warmte terugwininstallatie,1021TR,https://www.funda.nl/koop/amsterdam/appartement-40204880-albatrospad-90/?navigateSource=resultlist,-,-,Parkeerkelder en parkeerplaats
€ 250.000 k.k.,€ 2.632,5 maanden,Verkocht onder voorbehoud,In overleg,€ 112 per maand,Portiekflat,Bestaande bouw,1987,Plat dak,95 m²,6 m²,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,1e woonlaag,TV kabel,"C 1,51 Wat betekent dit?",Dubbel glas,Cv-ketel,1107NA,https://www.funda.nl/koop/amsterdam/appartement-40143947-wisseloord-25/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 3.629,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 238 per maand,Galerijflat,Bestaande bouw,1962,-,62 m²,6 m²,3 kamers (2 slaapkamers),-,-,1 woonlaag,5e woonlaag,-,-,Dubbel glas,Blokverwarming,1064BN,https://www.funda.nl/koop/amsterdam/appartement-40178015-burgemeester-roellstraat-22-4/?navigateSource=resultlist,-,-,-
€ 340.000 k.k.,€ 3.036,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 149 per maand,Maisonnette (appartement),Bestaande bouw,-,Plat dak bedekt met bitumineuze dakbedekking,112 m²,4 m²,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,Douche,2 woonlagen,3e woonlaag,Elektra,"C 1,48 Wat betekent dit?",-,Cv-ketel,1065LV,https://www.funda.nl/koop/amsterdam/appartement-40161690-aaf-bouberstraat-116/?navigateSource=resultlist,-,-,-
€ 295.000 k.k.,€ 3.138,6+ maanden,Verkocht onder voorbehoud,In overleg,€ 130 per maand,Bovenwoning (appartement),Bestaande bouw,1996,-,94 m²,7 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,6 woonlagen,4e woonlaag,"Mechanische ventilatie, TV kabel, buitenzonwering en lift",-,Dubbel glas,Cv-ketel,1063PV,https://www.funda.nl/koop/amsterdam/appartement-40007500-adolphine-eduardine-kokplantsoen-30/?navigateSource=resultlist,-,-,Parkeerplaats
€ 245.000 k.k.,€ 2.988,6+ maanden,Verkocht onder voorbehoud,In overleg,-,Maisonnette,Bestaande bouw,1963,Plat dak,82 m²,5 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,4e woonlaag,Schuifpui,-,Dubbel glas,Blokverwarming,1068WX,https://www.funda.nl/koop/amsterdam/appartement-49106073-nicolaas-anslijnstraat-152/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 3.425,3 weken,Onder bod,In overleg,€ 68 per maand,Portiekflat (appartement),Bestaande bouw,1967,Plat dak,73 m²,10 m²,4 kamers (3 slaapkamers),1 apart toilet,-,1 woonlaag,4e woonlaag,Elektra,"C 1,42 Wat betekent dit?","Dakisolatie, vloerisolatie en dubbel glas",Cv-ketel,1034BN,https://www.funda.nl/koop/amsterdam/appartement-41498016-aakstraat-211/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 2.660,4 weken,Verkocht onder voorbehoud,Per direct beschikbaar,-,Galerijflat (appartement),Bestaande bouw,1970,Plat dak,94 m²,3 m²,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,10e woonlaag,Elektra,-,-,Blokverwarming,1102HD,https://www.funda.nl/koop/amsterdam/appartement-87821534-hogevecht-87/?navigateSource=resultlist,-,-,-
€ 225.000 k.k.,€ 4.018,5 weken,Verkocht onder voorbehoud,In overleg,€ 72 per maand,Benedenwoning (appartement),Bestaande bouw,1984,-,56 m²,5 m²,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Begane grond,Elektra,-,-,Cv-ketel,1102VK,https://www.funda.nl/koop/amsterdam/appartement-41450916-alfred-doblinstraat-145/?navigateSource=resultlist,-,-,-
€ 285.000 k.k.,€ 2.794,5 weken,Verkocht onder voorbehoud,In overleg,€ 261 per maand,Bovenwoning (appartement),Bestaande bouw,1978,Plat dak,102 m²,4 m²,5 kamers (3 slaapkamers),1 apart toilet,-,5 woonlagen,3e woonlaag,Elektra,-,-,Cv-ketel,1108DE,https://www.funda.nl/koop/amsterdam/appartement-87813429-leusdenhof-180/?navigateSource=resultlist,-,-,Parkeerplaats
€ 360.000 k.k.,€ 4.000,6 weken,Onder bod,Per direct beschikbaar,€ 174 per maand,Tussenverdieping (appartement),Bestaande bouw,2010,-,90 m²,6 m²,3 kamers (2 slaapkamers),1 apart toilet,-,1 woonlaag,2e woonlaag,"Mechanische ventilatie, lift en glasvezelkabel",A Wat betekent dit?,-,Stadsverwarming,1087LN,https://www.funda.nl/koop/amsterdam/appartement-86707188-ben-van-meerendonkstraat-291/?navigateSource=resultlist,-,-,"Niet aanwezig, wel mogelijk"
€ 385.000 k.k.,€ 5.066,6 weken,Verkocht onder voorbehoud,In overleg,€ 105 per maand,Portiekflat (appartement),Bestaande bouw,2008,Plat dak bedekt met bitumineuze dakbedekking,76 m²,5 m²,3 kamers (2 slaapkamers),1 apart toilet,-,6 woonlagen,4e woonlaag,Elektra,-,-,Cv-ketel en warmte terugwininstallatie,1055AB,https://www.funda.nl/koop/amsterdam/appartement-86707166-hoofdweg-550/?navigateSource=resultlist,-,-,Inpandig
€ 247.500 k.k.,€ 2.750,6 weken,Onder bod,In overleg,€ 119 per maand,Bovenwoning (appartement),Bestaande bouw,1985,Plat dak bedekt met bitumineuze dakbedekking,90 m²,6 m²,4 kamers (3 slaapkamers),1 apart toilet,-,4 woonlagen,2e woonlaag,Elektra,-,-,Cv-ketel,1106DL,https://www.funda.nl/koop/amsterdam/appartement-86707160-wamelstraat-15/?navigateSource=resultlist,-,-,-
€ 369.000 k.k.,€ 6.474,6 weken,Verkocht onder voorbehoud,In overleg,€ 80 per maand,Bovenwoning (appartement),Bestaande bouw,-,Plat dak,57 m²,4 m²,3 kamers (2 slaapkamers),-,-,5 woonlagen,3e woonlaag,TV kabel,G Wat betekent dit?,-,-,1072JD,https://www.funda.nl/koop/amsterdam/appartement-40348619-cornelis-trooststraat-83-ii/?navigateSource=resultlist,-,-,-
€ 395.000 k.k.,€ 4.759,6 weken,Verkocht onder voorbehoud,In overleg,-,Galerijflat (appartement),Bestaande bouw,2002,Plat dak bedekt met bitumineuze dakbedekking,83 m²,4 m²,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,8e woonlaag,Lift,-,-,Stadsverwarming,1098WJ,https://www.funda.nl/koop/amsterdam/appartement-40346120-esplanade-de-meer-175/?navigateSource=resultlist,-,-,-
€ 250.000 k.k.,€ 4.630,6 weken,Verkocht onder voorbehoud,In overleg,€ 99 per maand,Portiekflat (appartement),Bestaande bouw,1933,-,54 m²,54 m²,3 kamers (2 slaapkamers),1 badkamer,-,1 woonlaag,4e woonlaag,-,G Wat betekent dit?,-,-,1013WD,https://www.funda.nl/koop/amsterdam/appartement-86709964-polanenstraat-250/?navigateSource=resultlist,-,-,-
€ 300.000 k.k.,€ 2.941,7 weken,Onder bod,In overleg,-,Bovenwoning (appartement),Bestaande bouw,1966,Plat dak bedekt met bitumineuze dakbedekking,102 m²,5 m²,4 kamers (3 slaapkamers),-,-,1 woonlaag,2e woonlaag,Elektra,-,Dubbel glas,Blokverwarming,1024PG,https://www.funda.nl/koop/amsterdam/appartement-40332677-ilperveldstraat-3/?navigateSource=resultlist,-,Toegankelijk voor gehandicapten en toegankelijk voor ouderen,-
